pos_encoding,epoch,train_loss,val_loss,val_token_acc,val_seq_acc
none,3,2.3364627176920574,2.253772268295288,0.21266666666666667,0.0
none,4,2.2864760704040528,2.222327974319458,0.20933333333333334,0.0
none,5,2.2554096775054933,2.196372034072876,0.20891666666666667,0.0
none,6,2.231120469411214,2.1786090755462646,0.209,0.0
none,7,2.21325839360555,2.1654756088256835,0.20858333333333334,0.0
none,8,2.199058449427287,2.151894012451172,0.2095,0.0
none,9,2.185228431065877,2.143388740539551,0.20925,0.0
none,10,2.175799035390218,2.1349207706451416,0.20933333333333334,0.0
none,11,2.1671343822479248,2.1266627197265624,0.21116666666666667,0.0
none,12,2.1590378170013427,2.1231570377349853,0.20691666666666667,0.0
none,13,2.15205196762085,2.119655569076538,0.2105,0.0
none,14,2.147589520136515,2.116479734420776,0.20975,0.0
none,15,2.141198024113973,2.113178075790405,0.21016666666666667,0.0
none,16,2.134580339431763,2.1144587020874024,0.20716666666666667,0.0
none,17,2.1301288992563885,2.1122618503570556,0.208,0.0
none,18,2.1283988711039226,2.111513053894043,0.20325,0.0
none,19,2.125685062408447,2.1097533588409423,0.2085,0.0
none,20,2.1241467609405515,2.107986349105835,0.206,0.0
none,21,2.1208474782307944,2.1107016010284423,0.20741666666666667,0.0
none,22,2.1193474508921306,2.1124765911102297,0.20775,0.0
none,23,2.1154810905456545,2.11000763130188,0.20716666666666667,0.0
none,24,2.1149616680145265,2.1090999336242677,0.20791666666666667,0.0
none,25,2.110672077814738,2.111717966079712,0.20641666666666666,0.0
none,26,2.108914089202881,2.111993143081665,0.20641666666666666,0.0
none,27,2.109067576090495,2.111716329574585,0.20641666666666666,0.0
none,28,2.109149870554606,2.109051572799683,0.20383333333333334,0.0
none,29,2.106048454284668,2.111659122467041,0.20291666666666666,0.0
none,30,2.1038072865804036,2.114843795776367,0.20666666666666667,0.0
none,31,2.101770491917928,2.115965793609619,0.20266666666666666,0.0
none,32,2.1022451871236165,2.117623899459839,0.20833333333333334,0.0
none,33,2.099256772994995,2.114899610519409,0.20541666666666666,0.0
none,34,2.09700851949056,2.1176524982452394,0.20283333333333334,0.0
none,35,2.09592609278361,2.1165858783721925,0.2055,0.0
none,36,2.0969302711486817,2.1178563022613526,0.20316666666666666,0.0
none,37,2.094758626302083,2.1183725929260255,0.20108333333333334,0.0
none,38,2.092985226313273,2.119344253540039,0.20166666666666666,0.0
none,39,2.0946666399637857,2.1204581623077394,0.20525,0.0
none,40,2.090200740178426,2.1236453018188475,0.20325,0.0
none,41,2.0894515482584635,2.122596965789795,0.20316666666666666,0.0
none,42,2.0881099853515623,2.1242567348480224,0.19966666666666666,0.0
none,43,2.086359619776408,2.123605987548828,0.20166666666666666,0.0
none,44,2.084100165049235,2.123729400634766,0.20258333333333334,0.0
none,45,2.0862588386535643,2.126516897201538,0.20108333333333334,0.0
none,46,2.082242416381836,2.1293456974029543,0.19916666666666666,0.0
none,47,2.0821075115203858,2.1324258213043215,0.19833333333333333,0.0
none,48,2.0819828751881917,2.1273833522796632,0.20308333333333334,0.0
none,49,2.079778708775838,2.128156084060669,0.20191666666666666,0.0
none,50,2.080046096801758,2.1255849685668946,0.20158333333333334,0.0
